Date/Time,TEST_OFFICE_0:Zone Lights Electricity Energy [J](Hourly),TEST_OFFICE_0:Zone Electric Equipment Electricity Energy [J](Hourly),FAN COIL WITH CONST FAN VAR FLUID FLOW - FAN:Fan Electricity Energy [J](Hourly),FAN VARIABLE VOLUME 1:Fan Electricity Energy [J](Hourly),CHILLER ELECTRIC EIR 1:Chiller Electricity Energy [J](Hourly),PUMP VARIABLE SPEED 2:Pump Electricity Energy [J](Hourly),PUMP VARIABLE SPEED 3:Pump Electricity Energy [J](Hourly),PUMP VARIABLE SPEED 1:Pump Electricity Energy [J](Hourly) 
 08/18  14:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,256346.36323187035,7282715.413270312,456987.70919407543,1187868.6606294874,0.0 
 08/18  15:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,268710.0480793378,7261784.080255815,456882.3146331515,1187868.6606294874,0.0 
 08/18  16:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,279179.66167286877,7150103.67093315,456310.22617147653,1187868.6606294874,0.0 
 08/18  17:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,433537.33953064977,7668954.663006016,455782.92890541366,1187868.6606294874,0.0 
 08/18  18:00:00,3417018.5905388244,2520605.921332536,1026868.9694648555,380193.2621800686,7422830.891123457,455319.6072657525,1187868.6606294874,0.0 
 08/18  19:00:00,2440727.5646705893,1890454.440999402,1026868.9694648555,223178.3572555881,6472251.619907935,454650.1083407314,1187868.6606294874,0.0 
 08/18  20:00:00,2440727.5646705893,1890454.440999402,1026868.9694648555,204740.87770730196,6213672.981136662,452661.6253280213,1187868.6606294874,0.0 
 08/18  21:00:00,1464436.5388023537,1575378.7008328347,1026868.9694648555,204740.87770730196,6215900.72866267,444021.35313560197,1187868.6606294874,0.0 
 08/18  22:00:00,1464436.5388023537,1575378.7008328347,1026868.9694648555,204740.87770730196,6162634.457778962,444017.64902980626,1187868.6606294874,0.0 
 08/18  23:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730196,6168292.2619981915,444017.81403712975,1187868.6606294874,0.0 
 08/18  24:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,6181278.944668094,444018.9734918511,1187868.6606294874,0.0 
 08/19  01:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,6144363.268204369,444017.02421387774,1187868.6606294874,0.0 
 08/19  02:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,6097003.55874737,444014.4547334265,1187868.6606294874,0.0 
 08/19  03:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,6027626.828309264,444011.15460554213,1187868.6606294874,0.0 
 08/19  04:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,5949144.164835264,444006.98180037603,1187868.6606294874,0.0 
 08/19  05:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,5822443.370897224,443999.35788514337,1187851.7840761207,0.0 
 08/19  06:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,5779232.880552629,443997.4513763447,1187798.1533657124,0.0 
 08/19  07:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730196,5832270.684738007,444001.840792528,1187792.4160003783,7277.911535823403 
 08/19  08:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730196,5815932.577904496,444000.12251823256,1187799.40283214,4853.131701753407 
 08/19  09:00:00,2440727.5646705893,1575378.7008328347,1026868.9694648555,204740.87770730196,5836653.026033824,444000.9117604613,1187832.6225821387,0.0 
 08/19  10:00:00,2440727.5646705893,1575378.7008328347,1026868.9694648555,204740.87770730196,5934582.6494348105,444006.17155499157,1187868.6606294874,0.0 
 08/19  11:00:00,2440727.5646705893,1575378.7008328347,1026868.9694648555,204740.87770730196,6052917.653317091,444012.3032601095,1187868.6606294874,0.0 
 08/19  12:00:00,2440727.5646705893,1575378.7008328347,1026868.9694648555,204740.87770730196,6209708.729393086,451731.0509353958,1187868.6606294874,0.0 
 08/19  13:00:00,2440727.5646705893,1575378.7008328347,1026868.9694648555,204740.87770730196,6473150.052099341,456248.07065871195,1187868.6606294874,0.0 
 08/19  14:00:00,2440727.5646705893,1575378.7008328347,1026868.9694648555,234268.29095214428,6912396.342254189,456675.9659013464,1187868.6606294874,0.0 
 08/19  15:00:00,732218.2694011768,1102765.0905829843,1026868.9694648555,238478.97566091307,6866745.464113184,456715.50662795245,1187868.6606294874,0.0 
 08/19  16:00:00,732218.2694011768,1102765.0905829843,1026868.9694648555,279410.13177041523,6939873.934858104,456060.598699811,1187868.6606294874,0.0 
 08/19  17:00:00,732218.2694011768,1102765.0905829843,1026868.9694648555,235927.55926694363,6269288.36129115,454545.3857386034,1187734.908979317,0.0 
 08/19  18:00:00,244072.75646705893,945227.220499701,1026868.9694648555,208860.45468819636,5817657.57765913,453024.21413861867,1187401.653169602,0.0 
 08/19  19:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,5607609.639311125,443996.0443293674,1187285.7658060854,0.0 
 08/19  20:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,5689043.175470405,443998.4334623659,1187450.4432653447,0.0 
 08/19  21:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,5831946.434090111,444003.01598722395,1187717.5555697556,0.0 
 08/19  22:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,5957682.437196743,444007.4236925886,1187868.4912826116,0.0 
 08/19  23:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,6023299.150504877,444009.6676996427,1187868.6606294874,0.0 
 08/19  24:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,6025832.155452365,444009.45879152685,1187868.6606294874,0.0 
 08/20  01:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,5972092.2913847435,444006.882936772,1187868.6606294874,0.0 
 08/20  02:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,5891648.13168242,444003.1172004063,1187867.8920477217,0.0 
 08/20  03:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,5800660.967791667,443998.85779016616,1187800.9420884666,0.0 
 08/20  04:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,5735344.932406865,443995.5043327055,1187733.454579753,0.0 
 08/20  05:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,5685449.751747494,443992.91737799114,1187681.648951289,0.0 
 08/20  06:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,5657851.999613844,443991.1669961894,1187666.020790271,0.0 
 08/20  07:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,5682428.59784309,443992.28310547705,1187699.628374672,0.0 
 08/20  08:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,5748566.145178553,443995.78489433625,1187764.8767678854,0.0 
 08/20  09:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,5854852.094408813,444000.8477490649,1187859.2957191598,0.0 
 08/20  10:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,5965280.583888276,444006.29436113796,1187868.6606294874,0.0 
 08/20  11:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,6106798.490571987,444014.045158604,1187868.6606294874,0.0 
 08/20  12:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,6302510.3990185335,444026.10060074134,1187868.6606294874,0.0 
 08/20  13:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,6313089.863228929,444027.1246444601,1187868.6606294874,0.0 
 08/20  14:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,6303185.078051498,444028.310916813,1187868.6606294874,0.0 
 08/20  15:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,6278497.230702806,444029.0043761105,1187868.6606294874,0.0 
 08/20  16:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,6275613.503729935,444030.15988659253,1187868.6606294874,0.0 
 08/20  17:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,6267664.175501291,444030.58843456255,1187868.6606294874,0.0 
 08/20  18:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,6248282.09351,444029.6954547388,1187868.1036290291,0.0 
 08/20  19:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,6196303.504507276,444026.0390400657,1187868.4315769984,0.0 
 08/20  20:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,6125834.367327919,444021.2293708759,1187866.0051288977,0.0 
 08/20  21:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,6068958.935261692,444017.72222884966,1187844.6231737863,0.0 
 08/20  22:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,5982945.030203449,444012.2165648106,1187811.9957100877,0.0 
 08/20  23:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,5893715.066177227,444006.08160948433,1187789.2060669358,0.0 
 08/20  24:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,5867074.7618838055,444004.5073303017,1187772.6807859624,0.0 
 08/21  01:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,5828630.763607504,444002.2661196309,1187747.034821464,0.0 
 08/21  02:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,5769808.16880969,443999.40078324196,1187681.1985377856,0.0 
 08/21  03:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,5675066.207462501,443994.86117937806,1187567.0510591632,0.0 
 08/21  04:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,5575673.287235388,443989.9723800152,1187447.5238848703,0.0 
 08/21  05:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,5451045.3852488585,443984.0933301507,1187278.6665637153,0.0 
 08/21  06:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730196,5356257.394241979,443979.263730266,1187160.0322193701,0.0 
 08/21  07:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730193,5445876.070038003,443985.77494753734,1187203.8505347245,7546.443375767498 
 08/21  08:00:00,1464436.5388023537,1260302.960666268,1026868.9694648555,204740.87770730196,5495333.672843754,443986.7182430737,1187315.5094058474,4770.737455942415 
 08/21  09:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,5606912.968288889,443992.0665495702,1187460.8836792535,0.0 
 08/21  10:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,5734313.494162637,443999.38552463974,1187565.3064526576,0.0 
 08/21  11:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,211468.12631631008,6025117.270106015,453523.67473177175,1187642.9797271045,0.0 
 08/21  12:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,225196.75788915603,6170229.492094516,454824.5712337146,1187601.910884373,0.0 
 08/21  13:00:00,4393309.616407061,2520605.921332536,1026868.9694648555,235600.32441869765,6111244.769061068,455711.2784041932,1187451.5639365115,0.0 
 08/21  14:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,281158.2371720378,6234397.222910483,456640.8462029793,1187375.566162541,0.0 
 08/21  15:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,291920.3035891423,6236171.415100307,457480.2775929312,1187328.1821131145,0.0 
 08/21  16:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,282214.9192184093,6191845.240166394,458191.65660627757,1187318.4588467726,0.0 
 08/21  17:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,258933.1824924076,6124347.709508473,458568.1521761989,1187354.5619173949,0.0 
 08/21  18:00:00,3417018.5905388244,2520605.921332536,1026868.9694648555,206741.80684883706,5861394.447994655,458482.78160041425,1187368.2468893225,0.0 
 08/21  19:00:00,2440727.5646705893,1890454.440999402,1026868.9694648555,204740.87770730196,5654507.375827002,454658.60240992723,1187408.771330489,0.0 
 08/21  20:00:00,2440727.5646705893,1890454.440999402,1026868.9694648555,204740.87770730196,5693068.953910538,444328.25650260545,1187522.8662552228,0.0 
 08/21  21:00:00,1464436.5388023537,1575378.7008328347,1026868.9694648555,204740.87770730196,5708976.171659224,443996.48937263887,1187605.7394188386,0.0 
 08/21  22:00:00,1464436.5388023537,1575378.7008328347,1026868.9694648555,204740.87770730196,5702479.651017552,443995.0382193038,1187648.4109586042,0.0 
 08/21  23:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730196,5719907.006886491,443995.91400089534,1187668.855296902,0.0 
 08/21  24:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,5733577.740055395,443997.1296142968,1187661.1801833645,0.0 
 08/22  01:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,5700749.246457552,443995.57857872173,1187620.783209272,0.0 
 08/22  02:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,5652143.949926517,443993.21157309745,1187562.9137428517,0.0 
 08/22  03:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,5589755.690386108,443990.2197479474,1187484.4185763611,0.0 
 08/22  04:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,5515039.790242145,443986.6311422366,1187387.7065022173,0.0 
 08/22  05:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,5445163.32545048,443983.15345357626,1187299.4445386687,0.0 
 08/22  06:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730196,5383087.986974554,443980.0475612689,1187219.5641585598,0.0 
 08/22  07:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730193,5448487.504177616,443985.7735367025,1187213.0899265965,8820.260845189357 
 08/22  08:00:00,1464436.5388023537,1260302.960666268,1026868.9694648555,204740.87770730196,5458772.928731961,443985.212989278,1187256.1755011138,3771.1775017902323 
 08/22  09:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,5558876.398691682,443991.3641845669,1187342.6725586613,0.0 
 08/22  10:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,5709233.101160629,447780.30401243037,1187462.6441142433,0.0 
 08/22  11:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,5885832.034293213,454665.649429788,1187541.8560232879,0.0 
 08/22  12:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,217999.05188223926,6118623.59152232,455044.60059058765,1187593.9940403122,0.0 
 08/22  13:00:00,4393309.616407061,2520605.921332536,1026868.9694648555,247297.9883216887,6273294.997082659,455691.37207779504,1187616.8628462083,0.0 
 08/22  14:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,365532.6487458499,6743903.699071134,456494.02786117455,1187735.6482594986,0.0 
 08/22  15:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,490991.16814492363,7108515.842280725,457322.4821425543,1187845.7293897246,0.0 
 08/22  16:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,451397.54777492164,7049995.942513745,458224.24264164607,1187844.9604649013,0.0 
 08/22  17:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,389414.6700961483,6852784.0284879245,458938.87567265314,1187760.172901142,0.0 
 08/22  18:00:00,3417018.5905388244,2520605.921332536,1026868.9694648555,331217.9130155846,6562098.373196532,459115.87816595356,1187582.1072609823,0.0 
 08/22  19:00:00,2440727.5646705893,1890454.440999402,1026868.9694648555,213950.82391959458,5763543.157214712,458815.173899992,1187180.3284927635,0.0 
 08/22  20:00:00,2440727.5646705893,1890454.440999402,1026868.9694648555,204740.87770730196,5344340.060319489,458030.7280266847,1186855.6346836225,0.0 
 08/22  21:00:00,1464436.5388023537,1575378.7008328347,1026868.9694648555,204740.87770730196,4966307.4715767745,336954.14244671166,1186587.8296009537,0.0 
 08/22  22:00:00,1464436.5388023537,1575378.7008328347,1026868.9694648555,204740.87770730196,4955366.234878038,443968.74971832696,1186570.4423600985,0.0 
 08/22  23:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730196,4964788.585850946,443968.67566287407,1186614.5170175903,0.0 
 08/22  24:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,5030007.797759395,443969.4952965131,1186748.5331357892,0.0 
 08/23  01:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,5105708.650834485,443970.40880738536,1186905.7445948257,0.0 
 08/23  02:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,5190621.069405004,443971.4550201843,1187076.069311376,0.0 
 08/23  03:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,5257334.0298260385,443972.35552331724,1187197.9636257393,0.0 
 08/23  04:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,5287822.882690854,443972.75257186836,1187254.6440784852,0.0 
 08/23  05:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,5281207.04170045,443972.61716035375,1187249.0402567564,0.0 
 08/23  06:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730196,5250739.528484713,443972.1235510773,1187204.907924997,0.0 
 08/23  07:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730196,5305935.951003329,443973.44175986596,1187242.8803842147,6027.052069624404 
 08/23  08:00:00,1464436.5388023537,1260302.960666268,1026868.9694648555,204740.87770730196,5364507.272333441,443974.1638199485,1187374.8493360172,2120.735569147477 
 08/23  09:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,5524060.811931354,443982.4152655376,1187578.285594753,0.0 
 08/23  10:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,5976029.647490694,449251.6884980125,1187806.4645912487,0.0 
 08/23  11:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,6224262.397879063,455934.1807052052,1187868.6606294874,0.0 
 08/23  12:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,223769.66908859878,6490535.7173933145,456582.6538425328,1187868.6606294874,0.0 
 08/23  13:00:00,4393309.616407061,2520605.921332536,1026868.9694648555,251038.06012102938,6599469.441526703,457277.0263039377,1187867.8796482403,0.0 
 08/23  14:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,286550.35127252183,6746965.609267678,457998.00679224246,1187868.0285482728,0.0 
 08/23  15:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,290363.81725096586,6810244.136217438,458752.1361085846,1187868.6606294874,0.0 
 08/23  16:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,279782.7462253872,6882515.433424577,459426.25937039533,1187868.6606294874,0.0 
 08/23  17:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,265870.4533539388,6868400.544129421,459404.65649228654,1187868.6606294874,0.0 
 08/23  18:00:00,3417018.5905388244,2520605.921332536,1026868.9694648555,256071.13214464905,6789369.072048185,458766.2897782272,1187868.6606294874,0.0 
 08/23  19:00:00,2440727.5646705893,1890454.440999402,1026868.9694648555,205882.432550991,6070652.711735313,457559.5927046791,1187840.3522804398,0.0 
 08/23  20:00:00,2440727.5646705893,1890454.440999402,1026868.9694648555,204746.0936302091,5852665.629570388,452167.8780657649,1187706.977280995,0.0 
 08/23  21:00:00,1464436.5388023537,1575378.7008328347,1026868.9694648555,204740.87770730196,5730829.563042773,443998.7083668278,1187577.2841733582,0.0 
 08/23  22:00:00,1464436.5388023537,1575378.7008328347,1026868.9694648555,204740.87770730196,5628549.937048585,443993.01284886134,1187487.6429740142,0.0 
 08/23  23:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730196,5598858.30194764,443991.3973323258,1187459.6213330538,0.0 
 08/23  24:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,5627251.078712286,443992.6405665483,1187500.6438953811,0.0 
 08/24  01:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,5651827.392195379,443993.2410431617,1187556.4751891391,0.0 
 08/24  02:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,5648452.007997571,443992.6918470011,1187569.3238541177,0.0 
 08/24  03:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,5602883.868228436,443990.419321792,1187516.0570776353,0.0 
 08/24  04:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,5516850.195404609,443986.47407838574,1187396.8794625844,0.0 
 08/24  05:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,5407767.307979502,443981.38130851625,1187243.4554293486,0.0 
 08/24  06:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730196,5314670.615320769,443976.8899871392,1187113.6282777842,0.0 
 08/24  07:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730196,5389206.634740405,443982.3894081873,1187149.207551483,8286.44156214197 
 08/24  08:00:00,1464436.5388023537,1260302.960666268,1026868.9694648555,204740.87770730196,5485229.890551409,443985.1288021279,1187345.407485909,3418.4439318696877 
 08/24  09:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,5703413.391728205,443996.1332577696,1187610.6460743356,0.0 
 08/24  10:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,5943408.899961558,450245.5733578499,1187828.5870120884,0.0 
 08/24  11:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,6303162.899425256,454471.17452917394,1187868.6606294874,0.0 
 08/24  12:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,208076.41021100027,6394131.889540393,454746.6421279591,1187868.6606294874,0.0 
 08/24  13:00:00,4393309.616407061,2520605.921332536,1026868.9694648555,214818.72938634,6374096.018040842,454926.16741190566,1187862.5374839578,0.0 
 08/24  14:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,285192.6848129494,6794615.393449697,455328.754326862,1187868.6606294874,0.0 
 08/24  15:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,293448.3425023302,6901477.397204536,455849.6588587782,1187868.6606294874,0.0 
 08/24  16:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,381841.6587373723,7483327.712870808,456658.2736355337,1187868.6606294874,0.0 
 08/24  17:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,429583.20236843394,7984877.053642275,457561.7676021139,1187868.6606294874,0.0 
 08/24  18:00:00,3417018.5905388244,2520605.921332536,1026868.9694648555,269194.6456882516,7528348.318375769,457958.0307963615,1187868.6606294874,0.0 
 08/24  19:00:00,2440727.5646705893,1890454.440999402,1026868.9694648555,204740.87770730196,6889882.705500567,457181.40013680246,1187868.6606294874,0.0 
 08/24  20:00:00,2440727.5646705893,1890454.440999402,1026868.9694648555,204740.87770730196,6537824.281813487,454133.69261456584,1187868.6606294874,0.0 
 08/24  21:00:00,1464436.5388023537,1575378.7008328347,1026868.9694648555,204740.87770730196,6164497.593971912,444019.8491508951,1187867.7759941837,0.0 
 08/24  22:00:00,1464436.5388023537,1575378.7008328347,1026868.9694648555,204740.87770730196,5856933.499418945,444003.2668373126,1187793.1717987363,0.0 
 08/24  23:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730196,5772999.83459686,443999.69065714686,1187678.0317753635,0.0 
 08/24  24:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,5616507.200506233,443993.7070905957,1187420.593958513,0.0 
 08/25  01:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,5376716.159537044,443982.99544038106,1187068.4263254502,0.0 
 08/25  02:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,5042542.831966216,443970.97138521296,1186661.3713069204,0.0 
 08/25  03:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,4830881.338944238,443966.449458981,1186302.3232268647,0.0 
 08/25  04:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,4746800.009525644,443963.9800071897,1186101.1145901107,0.0 
 08/25  05:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,4698737.177973424,443962.5438124552,1186020.8977993482,0.0 
 08/25  06:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730196,4690981.34668283,443962.3106078359,1186064.3093409888,0.0 
 08/25  07:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730196,4830991.496434619,443966.45757306437,1186209.30754074,12281.676250948136 
 08/25  08:00:00,1464436.5388023537,1260302.960666268,1026868.9694648555,204740.87770730196,4860977.493186785,443967.33182993147,1186320.7994650493,8956.09299400636 
 08/25  09:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,4907336.02135874,443968.4822480001,1186434.2948844775,2128.7667300211424 
 08/25  10:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,4937069.537598354,443969.23308962834,1186458.525008683,2116.7142610980864 
 08/25  11:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,4907846.700853112,443968.6827183735,1186333.6185133362,2320.3475423460104 
 08/25  12:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,4878411.350193604,443967.8360692143,1186220.8145127397,2476.9603678458975 
 08/25  13:00:00,4393309.616407061,2520605.921332536,1026868.9694648555,204740.87770730196,4864380.969170507,443967.43059369933,1186207.8253974384,3574.184427240457 
 08/25  14:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,4877893.373985205,443967.820888053,1186291.265757014,2414.0600825410393 
 08/25  15:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,4914236.559045015,443968.8010813761,1186409.3388659004,2233.720403064481 
 08/25  16:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,4969966.115721105,443969.6479091124,1186525.7850848208,2049.4890166855052 
 08/25  17:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,5010086.331173768,443970.23023654346,1186598.2122709271,1978.9160104261027 
 08/25  18:00:00,3417018.5905388244,2520605.921332536,1026868.9694648555,204740.87770730196,5032107.337703782,443970.50841361994,1186642.4381480964,3863.818622386095 
 08/25  19:00:00,2440727.5646705893,1890454.440999402,1026868.9694648555,204740.87770730196,5041490.258672839,443970.5467153478,1186671.2767261714,6325.248596258274 
 08/25  20:00:00,2440727.5646705893,1890454.440999402,1026868.9694648555,204740.87770730196,5038441.156572614,443970.4363518931,1186674.1957523231,6404.152355001349 
 08/25  21:00:00,1464436.5388023537,1575378.7008328347,1026868.9694648555,204740.87770730196,5020590.433100547,443970.15663063957,1186644.870237052,8725.248510131732 
 08/25  22:00:00,1464436.5388023537,1575378.7008328347,1026868.9694648555,204740.87770730196,4992279.953058573,443969.706654564,1186598.971036783,8945.512655538922 
 08/25  23:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730196,4849536.992780316,443966.7625515228,1186480.6216510702,0.0 
 08/25  24:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,4797352.097388249,443965.07420434785,1186457.6956491468,0.0 
 08/26  01:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,4773156.4355511535,443964.5014311994,1186437.631669415,0.0 
 08/26  02:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,4772208.50314269,443964.2468358143,1186464.9717931063,0.0 
 08/26  03:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,4828667.9945330685,443964.9017699389,1186594.6633145465,0.0 
 08/26  04:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,4891723.115710606,443965.7670630468,1186721.6996063108,0.0 
