Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 08/05  07:00:00,362985988.80860835,358708690.85042155 
 08/05  08:00:00,360066391.9698738,354798473.86476487 
 08/05  09:00:00,369179040.56035215,357607514.6273664 
 08/05  10:00:00,402160403.1507131,375304613.6532146 
 08/05  11:00:00,404093895.4253168,388631509.1769672 
 08/05  12:00:00,414402881.78046787,399269966.89498127 
 08/05  13:00:00,420406380.9509565,399807593.2279654 
 08/05  14:00:00,442123981.2793018,405631797.96893066 
 08/05  15:00:00,420448740.2435694,405282004.53177047 
 08/05  16:00:00,442190328.82988167,432087260.9739752 
 08/05  17:00:00,478811526.9183911,469374648.671647 
 08/05  18:00:00,485469287.22746795,473873086.6799986 
 08/05  19:00:00,446901055.67054826,445417866.27524745 
 08/05  20:00:00,436562847.662704,436562847.6627039 
 08/05  21:00:00,417478731.73881733,417478731.73881745 
 08/05  22:00:00,380889944.6174136,380889944.6174139 
 08/05  23:00:00,345644969.99539447,345644969.9953949 
 08/05  24:00:00,310311403.2436266,310311403.2436267 
 08/06  01:00:00,293895404.130878,293895404.13087815 
 08/06  02:00:00,281024372.03063655,281024372.03063667 
 08/06  03:00:00,272365028.1960886,272365028.1960888 
 08/06  04:00:00,268587838.4971524,268587838.49715257 
 08/06  05:00:00,282273456.85843056,282273456.8584307 
 08/06  06:00:00,302070321.2062621,302058061.8713838 
 08/06  07:00:00,327167563.0500945,326501516.75255454 
 08/06  08:00:00,326023149.34886634,324012631.5171697 
 08/06  09:00:00,326418220.5048237,322943924.6775011 
 08/06  10:00:00,331565507.99296814,326676886.2250615 
 08/06  11:00:00,338042891.5207585,332008758.6912991 
 08/06  12:00:00,343327183.17444754,336594664.18132335 
 08/06  13:00:00,343471657.4159722,336608714.2451651 
 08/06  14:00:00,345514116.52450025,339026484.1029699 
 08/06  15:00:00,348605669.7897221,343029375.5136388 
 08/06  16:00:00,394651706.2516308,390297500.16010356 
 08/06  17:00:00,448828647.78423285,445901492.6952261 
 08/06  18:00:00,450380187.5058633,448886884.1912599 
 08/06  19:00:00,430293693.9403142,430030655.4991512 
 08/06  20:00:00,424208067.1084238,424208067.10842377 
 08/06  21:00:00,400414712.0290961,400414712.02909625 
 08/06  22:00:00,356066967.9915007,356066967.99150103 
 08/06  23:00:00,313549536.7067156,313549536.7067159 
 08/06  24:00:00,277047594.17098886,277047594.17098904 
 08/07  01:00:00,265927198.9791333,265927198.97913343 
 08/07  02:00:00,260268353.1951507,260268353.19515085 
 08/07  03:00:00,256537699.15063462,256537699.15063483 
 08/07  04:00:00,256589134.41076344,256589134.41076353 
 08/07  05:00:00,276923217.5940114,276923217.59401155 
 08/07  06:00:00,302103108.87162596,301867150.897323 
 08/07  07:00:00,332791829.87708527,329763408.0277587 
 08/07  08:00:00,330611262.266088,322579739.9194327 
 08/07  09:00:00,254102904.5565071,240518835.84860957 
 08/07  10:00:00,264738657.44559014,245855888.74397045 
 08/07  11:00:00,285806815.68866193,264797383.7263143 
 08/07  12:00:00,302187008.9166881,286016204.413359 
 08/07  13:00:00,329561347.8434415,306171320.7842009 
 08/07  14:00:00,332151815.0490124,318591787.1569425 
 08/07  15:00:00,336564703.13427186,323958290.2184883 
 08/07  16:00:00,363408568.38059974,346112052.13479555 
 08/07  17:00:00,543113362.3503348,529876873.19867337 
 08/07  18:00:00,483501331.50648534,476246262.1742346 
 08/07  19:00:00,433782858.5779192,432536956.9505515 
 08/07  20:00:00,424674529.58772,424674529.5877199 
 08/07  21:00:00,411010095.21273685,411010095.21273685 
 08/07  22:00:00,380618921.6221393,380618921.6221396 
 08/07  23:00:00,343111152.88707787,343111152.8870782 
 08/07  24:00:00,305067716.6112862,305067716.6112863 
 08/08  01:00:00,291315293.5266909,291315293.526691 
 08/08  02:00:00,282304015.7786209,282304015.778621 
 08/08  03:00:00,278824032.5633123,278824032.56331253 
 08/08  04:00:00,290627949.1256561,290627949.1256563 
 08/08  05:00:00,331395728.23615724,331395728.2361573 
 08/08  06:00:00,371488961.12328064,371389185.56897634 
 08/08  07:00:00,403472128.2470087,401951164.8447852 
 08/08  08:00:00,387319019.5318539,383281882.9933408 
 08/08  09:00:00,266585717.17488116,259796971.93835765 
 08/08  10:00:00,257436690.41071093,248018541.88861603 
 08/08  11:00:00,258934734.70211446,247350397.21730334 
 08/08  12:00:00,256696257.8337444,243746773.46571508 
 08/08  13:00:00,257081291.97505718,243802416.27898556 
 08/08  14:00:00,255861626.39893466,243291798.48917857 
 08/08  15:00:00,268104383.4848643,257136019.79060084 
 08/08  16:00:00,314732521.31200814,306139283.4105829 
 08/08  17:00:00,543546636.5800138,537706499.1524718 
 08/08  18:00:00,497969070.4056945,494874450.9426065 
 08/08  19:00:00,468052075.075703,467339914.5613541 
 08/08  20:00:00,464577304.76638865,464577304.76638865 
 08/08  21:00:00,443258670.00748163,443258670.0074817 
 08/08  22:00:00,398511737.9230714,398511737.92307174 
 08/08  23:00:00,354614606.0938155,354614606.09381574 
 08/08  24:00:00,314554920.68726367,314554920.6872639 
 08/09  01:00:00,300108944.033372,300108944.03337216 
 08/09  02:00:00,290727778.93747634,290727778.93747646 
 08/09  03:00:00,284777903.00861037,284777903.00861055 
 08/09  04:00:00,285755564.7437359,285755564.743736 
 08/09  05:00:00,311000025.38921094,311000025.3892111 
 08/09  06:00:00,342475116.7551424,342448367.1065046 
 08/09  07:00:00,371129362.99670947,370255709.1207402 
 08/09  08:00:00,356471659.9705409,353949767.6996006 
 08/09  09:00:00,250850871.53414968,246458478.6448728 
 08/09  10:00:00,247083182.06501418,240914682.10519016 
 08/09  11:00:00,249230147.73791075,241636572.02917737 
 08/09  12:00:00,243098049.9529171,234550772.74475804 
 08/09  13:00:00,235452085.23117095,226685199.51581025 
 08/09  14:00:00,227795115.0020078,219486722.01312098 
 08/09  15:00:00,209380534.5429913,202177406.24085164 
 08/09  16:00:00,219160605.7413219,213544137.95892933 
 08/09  17:00:00,289566154.20957685,285779532.69876325 
 08/09  18:00:00,313735487.9645847,311784293.6966111 
 08/09  19:00:00,294179247.5473231,293800849.6942586 
 08/09  20:00:00,429895760.47589463,429895760.4758945 
 08/09  21:00:00,415761522.74033195,415761522.740332 
 08/09  22:00:00,355934888.5928085,355934888.5928088 
 08/09  23:00:00,314147349.029408,314147349.02940834 
 08/09  24:00:00,276982712.60296667,276982712.6029668 
 08/10  01:00:00,260653301.1720407,260653301.17204085 
 08/10  02:00:00,249503922.3665731,249503922.36657324 
 08/10  03:00:00,242524715.9450503,242524715.94505042 
 08/10  04:00:00,242105315.15480983,242105315.15481 
 08/10  05:00:00,260270672.29380724,260270672.29380742 
 08/10  06:00:00,160393314.88482073,160393314.88482103 
 08/10  07:00:00,218139504.7288899,218070708.43602788 
 08/10  08:00:00,161297031.6638586,160725374.72449386 
 08/10  09:00:00,177841791.87874243,176647980.27397126 
 08/10  10:00:00,159253425.05469424,157453458.02189583 
 08/10  11:00:00,160968568.51768786,158677776.56469446 
 08/10  12:00:00,149175049.21833706,146550804.78950974 
 08/10  13:00:00,148462987.10980758,145780956.84490213 
 08/10  14:00:00,142631066.31580436,140099565.55274644 
 08/10  15:00:00,154328947.57057428,152182915.72033826 
 08/10  16:00:00,186329248.45915723,184729284.43629715 
 08/10  17:00:00,220406720.83882302,219379074.936008 
 08/10  18:00:00,222568409.05266032,222153080.20641577 
 08/10  19:00:00,219310614.2761197,219297482.04193714 
 08/10  20:00:00,223344416.0508632,223344416.0508635 
 08/10  21:00:00,209211790.3751141,209211790.37511444 
 08/10  22:00:00,238027241.38207746,238027241.3820777 
 08/10  23:00:00,320316773.2459322,320316773.2459325 
 08/10  24:00:00,249986783.02518004,249986783.0251802 
 08/11  01:00:00,228888753.2044382,228888753.2044384 
 08/11  02:00:00,216440402.37679568,216440402.3767959 
 08/11  03:00:00,207885897.94921225,207885897.9492124 
 08/11  04:00:00,205100040.00810057,205100040.00810075 
 08/11  05:00:00,220962148.8160069,220962148.81600702 
 08/11  06:00:00,147064548.36897603,147064548.36897632 
 08/11  07:00:00,158071067.69791353,157881680.54462776 
 08/11  08:00:00,159730730.35138077,158757527.7313563 
 08/11  09:00:00,154994705.95258957,153153818.13583136 
 08/11  10:00:00,150734187.92425925,148055354.9473921 
 08/11  11:00:00,177653059.83979282,174318410.94869915 
 08/11  12:00:00,154486292.23778218,150738945.77323613 
 08/11  13:00:00,171157377.70550215,167275355.7731034 
 08/11  14:00:00,167865071.06686258,164234531.41628057 
 08/11  15:00:00,150061278.59462768,146945603.21447918 
 08/11  16:00:00,184368243.2655388,181997567.43090677 
 08/11  17:00:00,277855582.1465468,276347838.4278064 
 08/11  18:00:00,272282045.38553965,271629988.9815264 
 08/11  19:00:00,285642488.24058086,285596056.7339976 
 08/11  20:00:00,270212526.2000708,270212526.200071 
 08/11  21:00:00,234248502.1624815,234248502.1624818 
 08/11  22:00:00,341376359.83934706,341376359.83934724 
 08/11  23:00:00,311620809.17791104,311620809.1779113 
 08/11  24:00:00,255212199.0061339,255212199.00613412 
 08/12  01:00:00,237334243.3672474,237334243.36724758 
 08/12  02:00:00,226532462.57861435,226532462.57861453 
 08/12  03:00:00,219068229.95842344,219068229.95842364 
 08/12  04:00:00,214943122.51691693,214943122.5169171 
 08/12  05:00:00,229170590.41508847,229170590.41508862 
 08/12  06:00:00,151582460.96350774,151253372.87608162 
 08/12  07:00:00,157828413.82339376,153965508.83020467 
 08/12  08:00:00,157123615.50820395,146681850.44740793 
 08/12  09:00:00,192458126.62390044,174625065.89635757 
 08/12  10:00:00,278890338.2844993,254016568.02278548 
 08/12  11:00:00,387386277.9631239,360115186.7739999 
 08/12  12:00:00,341984823.9146143,326434407.2829435 
 08/12  13:00:00,327601500.20109516,313236555.90092486 
 08/12  14:00:00,322268318.30691767,308707915.8249293 
 08/12  15:00:00,324028870.8405713,312308345.2541362 
 08/12  16:00:00,370137072.3288382,358813533.35353315 
 08/12  17:00:00,436346107.08181334,421835778.9502977 
 08/12  18:00:00,430880589.60141695,426868674.2103523 
 08/12  19:00:00,412415043.60576046,411815448.03230435 
 08/12  20:00:00,404491746.1073009,404491746.10730094 
 08/12  21:00:00,379328852.9525446,379328852.95254475 
 08/12  22:00:00,331419716.84191513,331419716.8419154 
 08/12  23:00:00,288511732.8723224,288511732.87232274 
 08/12  24:00:00,251391469.03104895,251391469.03104913 
 08/13  01:00:00,237096520.56938118,237096520.5693813 
 08/13  02:00:00,228827152.33332264,228827152.3333228 
 08/13  03:00:00,223616606.02303168,223616606.02303183 
 08/13  04:00:00,220290203.15244028,220290203.15244046 
 08/13  05:00:00,234891729.49031648,234891729.4903166 
 08/13  06:00:00,155178141.76100084,154968019.47312087 
 08/13  07:00:00,157828413.82339376,153505503.15740973 
 08/13  08:00:00,157123615.50820395,142280496.5275252 
 08/13  09:00:00,354919365.3892346,334331918.29799706 
 08/13  10:00:00,369917715.1533665,349689874.3873665 
 08/13  11:00:00,354413148.20196724,330724378.1381878 
 08/13  12:00:00,355620224.6443373,326085225.0856165 
 08/13  13:00:00,356094013.84379774,310616211.44281703 
 08/13  14:00:00,365747692.19653004,314807961.1006154 
 08/13  15:00:00,376932817.4770369,332612305.29137206 
 08/13  16:00:00,422193154.2283281,392091119.2157696 
 08/13  17:00:00,464536989.5858457,450633179.6473165 
 08/13  18:00:00,467674172.0316151,459398138.51124 
 08/13  19:00:00,438134263.5531131,436976243.7095607 
 08/13  20:00:00,422107790.7671932,422107790.7671932 
 08/13  21:00:00,394778721.6940034,394778721.6940035 
 08/13  22:00:00,346931832.09234685,346931832.09234715 
 08/13  23:00:00,304161219.1826979,304161219.18269825 
 08/13  24:00:00,267539304.5114374,267539304.51143754 
 08/14  01:00:00,253238097.5766164,253238097.57661653 
 08/14  02:00:00,243911093.613574,243911093.61357415 
 08/14  03:00:00,236698666.7183251,236698666.7183253 
 08/14  04:00:00,233387090.97706202,233387090.97706217 
 08/14  05:00:00,249146557.4603729,249146557.460373 
 08/14  06:00:00,162041807.80740598,161880978.16143298 
 08/14  07:00:00,220277204.72347504,216482667.42734262 
 08/14  08:00:00,262156314.57110262,252992314.00861832 
 08/14  09:00:00,261262102.2514099,244738117.84643614 
 08/14  10:00:00,264597254.31723797,232372290.19059238 
 08/14  11:00:00,280842426.9490895,236841372.12114537 
 08/14  12:00:00,293998312.85935783,245148036.84342283 
 08/14  13:00:00,303508334.6802952,255260044.71376446 
 08/14  14:00:00,308747376.5081245,262349559.63746703 
 08/14  15:00:00,323826577.2013822,284813775.3409387 
 08/14  16:00:00,352271157.01976955,329908225.6843767 
 08/14  17:00:00,541675165.8992703,521445292.04681325 
 08/14  18:00:00,501568030.9585929,494629365.8382782 
 08/14  19:00:00,461803511.54872143,461366231.6299012 
 08/14  20:00:00,445527957.181737,445527957.1817369 
 08/14  21:00:00,419364040.9706048,419364040.9706049 
 08/14  22:00:00,373427255.8847989,373427255.88479924 
 08/14  23:00:00,331500054.4807507,331500054.48075104 
 08/14  24:00:00,293891702.4794185,293891702.4794187 
 08/15  01:00:00,278653848.23096913,278653848.23096925 
 08/15  02:00:00,269069449.1328412,269069449.1328414 
 08/15  03:00:00,261315496.20781076,261315496.2078109 
 08/15  04:00:00,256967681.43786305,256967681.43786326 
 08/15  05:00:00,273566832.3923526,273566832.39235276 
 08/15  06:00:00,300430222.18691754,300394480.05299073 
 08/15  07:00:00,329974334.7013573,327197343.26615536 
 08/15  08:00:00,335626406.44791573,322202271.36307895 
 08/15  09:00:00,256619513.79536188,231186809.09853056 
 08/15  10:00:00,270395630.24956614,233678327.92632353 
 08/15  11:00:00,285582932.83705235,240722006.09450054 
 08/15  12:00:00,291813422.31498253,246487068.6599056 
 08/15  13:00:00,288264371.18641174,252266242.97036433 
 08/15  14:00:00,300681125.4529281,257031634.86997497 
 08/15  15:00:00,322211155.9713249,283361629.7086647 
 08/15  16:00:00,369669825.4235163,340170183.28434014 
 08/15  17:00:00,564750572.880596,548133296.8766222 
 08/15  18:00:00,532515059.568118,526557124.84070396 
 08/15  19:00:00,493530202.7362734,493227329.8525749 
 08/15  20:00:00,475757032.30032945,475757032.3003293 
 08/15  21:00:00,447853809.4790163,447853809.4790164 
 08/15  22:00:00,401568363.4718479,401568363.47184825 
 08/15  23:00:00,358205422.71375066,358205422.7137509 
 08/15  24:00:00,319751821.55753595,319751821.5575361 
 08/16  01:00:00,305978895.8760235,305978895.8760236 
 08/16  02:00:00,298056934.31634396,298056934.316344 
 08/16  03:00:00,287049674.3703299,287049674.37033 
 08/16  04:00:00,277254648.0390727,277254648.0390728 
 08/16  05:00:00,288643130.76864916,288643130.7686493 
 08/16  06:00:00,311706235.33165,311318901.82352877 
 08/16  07:00:00,340294070.05667293,336081665.99510217 
 08/16  08:00:00,336470256.9769269,327238848.97214985 
 08/16  09:00:00,258538790.16698217,235781473.4415661 
 08/16  10:00:00,266950248.49018815,245452117.30640224 
 08/16  11:00:00,308280370.95282304,263979010.04015875 
 08/16  12:00:00,330064467.32882124,283761298.6989256 
 08/16  13:00:00,323007610.71532357,298653285.5787416 
 08/16  14:00:00,321868151.013014,301276981.67140293 
 08/16  15:00:00,337822449.7018206,319850162.1806086 
 08/16  16:00:00,386637866.251606,372570657.95968544 
 08/16  17:00:00,597344367.9608536,586043481.2996676 
 08/16  18:00:00,597471388.4887503,587549727.1252955 
 08/16  19:00:00,558117384.6942542,556965169.0330356 
 08/16  20:00:00,529775130.73658735,529775130.7365872 
 08/16  21:00:00,481378403.62742364,481378403.62742364 
 08/16  22:00:00,414955891.33283395,414955891.3328342 
 08/16  23:00:00,361369670.05222195,361369670.0522222 
 08/16  24:00:00,317532016.02720565,317532016.02720577 
 08/17  01:00:00,301287904.29749584,301287904.297496 
 08/17  02:00:00,292174794.6425934,292174794.64259356 
 08/17  03:00:00,285728880.47031206,285728880.4703123 
 08/17  04:00:00,283905617.881361,283905617.8813612 
 08/17  05:00:00,302682504.9812541,302682504.9812542 
 08/17  06:00:00,332687479.36959726,332656889.8700331 
 08/17  07:00:00,365059308.20519215,362546756.3649587 
 08/17  08:00:00,369513191.4712704,357426002.2864506 
 08/17  09:00:00,272296923.98705214,249242715.4519702 
 08/17  10:00:00,294578225.9370233,261070805.6840754 
 08/17  11:00:00,322800196.2398037,280784216.5095709 
 08/17  12:00:00,338308788.5625774,291574737.4566655 
 08/17  13:00:00,343746851.37818116,296928139.1697249 
 08/17  14:00:00,346300190.4898292,302492858.80545455 
 08/17  15:00:00,361741359.70671415,323545827.7516905 
 08/17  16:00:00,399353713.81631845,369771816.5656691 
 08/17  17:00:00,583757847.2475886,565763756.1925159 
 08/17  18:00:00,554658944.580304,548981001.7945757 
 08/17  19:00:00,515774210.4387168,515528806.0557611 
 08/17  20:00:00,501512011.369106,501512011.3691058 
 08/17  21:00:00,475986562.8573882,475986562.857388 
 08/17  22:00:00,428346775.4677609,428346775.46776116 
 08/17  23:00:00,386215938.87085164,386215938.87085193 
 08/17  24:00:00,349741320.71454835,349741320.7145486 
 08/18  01:00:00,336308043.92431724,336308043.9243175 
 08/18  02:00:00,326018862.3668879,326018862.36688805 
 08/18  03:00:00,315476529.2087039,315476529.208704 
 08/18  04:00:00,309776858.3755859,309776858.37558615 
 08/18  05:00:00,324110304.9683732,324110304.9683733 
 08/18  06:00:00,351324458.08700293,350525142.9673911 
 08/18  07:00:00,387827705.78693026,380937525.6702105 
 08/18  08:00:00,374907572.7895544,366965178.6353284 
 08/18  09:00:00,269347926.9032434,256952298.50563616 
 08/18  10:00:00,287692642.146459,270416669.6565589 
 08/18  11:00:00,317502761.39077574,296313385.6149262 
 08/18  12:00:00,338115959.19446015,314535397.0315762 
 08/18  13:00:00,348195705.7594579,324006134.83230925 
 08/18  14:00:00,350399791.43099046,327546254.31255007 
 08/18  15:00:00,359640600.890044,339782376.8178531 
 08/18  16:00:00,394837167.68891555,374382035.83419514 
 08/18  17:00:00,601258689.5165287,570556666.1501226 
