Date/Time,TEST_OFFICE_0:Zone Lights Electricity Energy [J](Hourly),TEST_OFFICE_0:Zone Electric Equipment Electricity Energy [J](Hourly),PARALLEL PIU ELEC RHT FAN:Fan Electricity Energy [J](Hourly),FAN VARIABLE VOLUME 1:Fan Electricity Energy [J](Hourly),PARALLEL PIU ELEC RHT COIL:Heating Coil Electricity Energy [J](Hourly),CHILLER ELECTRIC EIR 1:Chiller Electricity Energy [J](Hourly),BOILER HOT WATER 1:Boiler NaturalGas Energy [J](Hourly),PUMP VARIABLE SPEED 2:Pump Electricity Energy [J](Hourly),PUMP VARIABLE SPEED 3:Pump Electricity Energy [J](Hourly),PUMP VARIABLE SPEED 1:Pump Electricity Energy [J](Hourly) 
 02/05  08:00:00,244072.75646705893,945227.220499701,1035639.5459141589,110785.63290393612,3425987.1196282366,0.0,0.0,0.0,0.0,0.0 
 02/05  09:00:00,244072.75646705893,945227.220499701,863032.9549284658,110785.63290393612,540397.6048186695,0.0,0.0,0.0,0.0,0.0 
 02/05  10:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/05  11:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/05  12:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/05  13:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,54344.16350678095,0.0,942.7802258036704,526949.5806598619,0.0 
 02/05  14:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,123440.13923380504,0.0,2386.2695463872897,632394.1602304097,0.0 
 02/05  15:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,122126.29054415491,0.0,2684.5266600989366,632419.3255129117,0.0 
 02/05  16:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,123270.42794311783,0.0,2975.144048842943,632445.2858648244,0.0 
 02/05  17:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,92310.91175832864,0.0,2353.8721495851555,632437.996627849,0.0 
 02/05  18:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,23583.989408626272,0.0,622.5374502648568,421600.813565409,0.0 
 02/05  19:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/05  20:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/05  21:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/05  22:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/05  23:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/05  24:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  01:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  02:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  03:00:00,244072.75646705893,1260302.960666268,517819.77295707946,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  04:00:00,244072.75646705893,1260302.960666268,1035639.5459141589,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  05:00:00,244072.75646705893,1260302.960666268,1035639.5459141589,110785.63290393612,208252.77085203145,0.0,0.0,0.0,0.0,0.0 
 02/06  06:00:00,488145.51293411787,1260302.960666268,1035639.5459141589,110785.63290393612,168817.07872565457,0.0,0.0,0.0,0.0,0.0 
 02/06  07:00:00,488145.51293411787,1260302.960666268,1018378.8868155896,110785.63290393612,13952929.025025323,0.0,0.0,0.0,0.0,0.0 
 02/06  08:00:00,1464436.5388023537,1260302.960666268,1035639.5459141589,110785.63290393612,8306424.250670806,0.0,0.0,0.0,0.0,0.0 
 02/06  09:00:00,4393309.616407061,2835681.661499103,1035639.5459141589,110785.63290393612,999725.2549057368,0.0,0.0,0.0,0.0,0.0 
 02/06  10:00:00,4393309.616407061,2835681.661499103,690426.3639427726,110785.63290393612,27976.547006778732,0.0,0.0,0.0,0.0,0.0 
 02/06  11:00:00,4393309.616407061,2835681.661499103,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  12:00:00,4393309.616407061,2835681.661499103,172606.59098569315,114104.62138272799,0.0,25760.510574094074,0.0,693.237925463801,316200.5189808267,0.0 
 02/06  13:00:00,4393309.616407061,2520605.921332536,0.0,126300.65142441126,0.0,249769.41728626133,0.0,7246.375264348418,632416.2307867956,0.0 
 02/06  14:00:00,4393309.616407061,2835681.661499103,0.0,152262.00772085504,0.0,585170.7224721544,0.0,17697.328448305674,632461.4006588258,0.0 
 02/06  15:00:00,4393309.616407061,2835681.661499103,0.0,172267.38485394814,0.0,907798.1520335255,0.0,24234.808930267944,632526.4865688811,0.0 
 02/06  16:00:00,4393309.616407061,2835681.661499103,0.0,194852.36421031068,0.0,1325465.1758764256,0.0,30818.525677352765,632598.1836724167,0.0 
 02/06  17:00:00,4393309.616407061,2835681.661499103,0.0,183207.7409563208,0.0,1070093.5944344145,0.0,23825.481939246303,632585.9192311805,0.0 
 02/06  18:00:00,3417018.5905388244,2520605.921332536,0.0,134688.36263213624,0.0,297554.5007506098,0.0,7112.949456502146,632498.2781829357,0.0 
 02/06  19:00:00,2440727.5646705893,1890454.440999402,690426.3639427726,112310.90717208733,0.0,12495.116679592536,0.0,310.62887492976546,316222.31747394963,0.0 
 02/06  20:00:00,2440727.5646705893,1890454.440999402,345213.1819713863,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  21:00:00,1464436.5388023537,1575378.7008328347,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  22:00:00,1464436.5388023537,1575378.7008328347,1035639.5459141589,110785.63290393612,181960.54739400133,0.0,0.0,0.0,0.0,0.0 
 02/06  23:00:00,488145.51293411787,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  24:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  01:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  02:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  03:00:00,244072.75646705893,1260302.960666268,172606.59098569315,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  04:00:00,244072.75646705893,1260302.960666268,863032.9549284658,110785.63290393612,352900.2758107432,0.0,0.0,0.0,0.0,0.0 
 02/07  05:00:00,244072.75646705893,1260302.960666268,1035639.5459141589,110785.63290393612,1364775.9608245385,0.0,0.0,0.0,0.0,0.0 
 02/07  06:00:00,488145.51293411787,1260302.960666268,1035639.5459141589,110785.63290393612,1734133.559506563,0.0,0.0,0.0,0.0,0.0 
 02/07  07:00:00,488145.51293411787,1260302.960666268,1018378.8868155896,110785.63290393612,15945911.499779204,0.0,0.0,0.0,0.0,0.0 
 02/07  08:00:00,1464436.5388023537,1260302.960666268,1035639.5459141589,110785.63290393612,10335429.615943251,0.0,0.0,0.0,0.0,0.0 
 02/07  09:00:00,4393309.616407061,2835681.661499103,1035639.5459141589,110785.63290393612,3101992.9323220197,0.0,0.0,0.0,0.0,0.0 
 02/07  10:00:00,4393309.616407061,2835681.661499103,1035639.5459141589,110785.63290393612,1340698.0013195688,0.0,0.0,0.0,0.0,0.0 
 02/07  11:00:00,4393309.616407061,2835681.661499103,517819.77295707946,110785.63290393612,50317.608950363385,0.0,0.0,0.0,0.0,0.0 
 02/07  12:00:00,4393309.616407061,2835681.661499103,0.0,110785.63290393612,0.0,6406.949788153355,0.0,160.0544227672783,105407.47989715729,0.0 
 02/07  13:00:00,4393309.616407061,2520605.921332536,0.0,110785.63290393612,0.0,146011.06471388417,0.0,3666.5248134934845,632499.2400259974,0.0 
 02/07  14:00:00,4393309.616407061,2835681.661499103,0.0,110785.63290393612,0.0,232383.43475919083,0.0,5652.4340480561095,632538.1178218608,0.0 
 02/07  15:00:00,4393309.616407061,2835681.661499103,517819.77295707946,112013.66179378823,0.0,279291.6495510228,0.0,6613.843218821975,632542.132425467,0.0 
 02/07  16:00:00,4393309.616407061,2835681.661499103,0.0,113010.13382130132,0.0,324157.73695889255,0.0,7553.1359065489405,632545.008214296,0.0 
 02/07  17:00:00,4393309.616407061,2835681.661499103,0.0,112961.95207756774,0.0,281763.3176707722,0.0,6635.449875797772,632517.2032810603,0.0 
 02/07  18:00:00,3417018.5905388244,2520605.921332536,345213.1819713863,110785.63290393612,0.0,152922.8816526247,0.0,3795.890653407905,632457.8371159936,0.0 
 02/07  19:00:00,2440727.5646705893,1890454.440999402,0.0,110785.63290393612,0.0,40866.06742939862,0.0,1068.041767064146,527003.3326852156,0.0 
 02/07  20:00:00,2440727.5646705893,1890454.440999402,172606.59098569315,110785.63290393612,0.0,5527.159521351918,0.0,147.24309132259742,316182.73253028764,0.0 
 02/07  21:00:00,1464436.5388023537,1575378.7008328347,1035639.5459141589,110785.63290393612,1454629.3320505186,28799.69853854088,0.0,781.6926304642058,632348.6860484642,0.0 
 02/07  22:00:00,1464436.5388023537,1575378.7008328347,1035639.5459141589,110785.63290393612,2175090.768288788,35023.25718131974,0.0,934.3697573112272,632328.4053570584,0.0 
 02/07  23:00:00,488145.51293411787,1260302.960666268,0.0,110785.63290393612,0.0,27441.424941988458,0.0,711.3465220102386,632338.4863162998,0.0 
 02/07  24:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,1442.8460774250032,0.0,38.32461184291543,105392.95718923693,0.0 
 02/08  01:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  02:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  03:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  04:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  05:00:00,244072.75646705893,1260302.960666268,172606.59098569315,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  06:00:00,488145.51293411787,1260302.960666268,517819.77295707946,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  07:00:00,488145.51293411787,1260302.960666268,1018378.8868155896,110785.63290393612,13555448.460161675,0.0,0.0,0.0,0.0,0.0 
 02/08  08:00:00,1464436.5388023537,1260302.960666268,1035639.5459141589,110785.63290393612,7785909.637617962,0.0,0.0,0.0,0.0,0.0 
 02/08  09:00:00,4393309.616407061,2835681.661499103,690426.3639427726,110785.63290393612,119022.90569520909,0.0,0.0,0.0,0.0,0.0 
 02/08  10:00:00,4393309.616407061,2835681.661499103,0.0,110785.63290393612,0.0,63506.037467605565,0.0,1670.475429687547,632436.3228694882,0.0 
 02/08  11:00:00,4393309.616407061,2835681.661499103,0.0,110785.63290393612,0.0,121290.86759920102,0.0,3199.1311289289133,632488.5313927908,0.0 
 02/08  12:00:00,4393309.616407061,2835681.661499103,0.0,110785.63290393612,0.0,139300.0603577962,0.0,3629.2659644230002,632503.372346132,0.0 
 02/08  13:00:00,4393309.616407061,2520605.921332536,0.0,110785.63290393612,0.0,158352.53689892273,0.0,4028.9873711429505,632518.2383000937,0.0 
 02/08  14:00:00,4393309.616407061,2835681.661499103,345213.1819713863,111565.36894710454,0.0,140224.5501306725,0.0,3496.051318720743,632513.0696858842,0.0 
 02/08  15:00:00,4393309.616407061,2835681.661499103,0.0,119380.58341261522,0.0,100770.77222844254,0.0,2521.1021211274906,632490.9283565809,0.0 
 02/08  16:00:00,4393309.616407061,2835681.661499103,0.0,126759.00188580652,0.0,11210.32355760005,0.0,282.86252632875824,210824.75179818616,0.0 
 02/08  17:00:00,4393309.616407061,2835681.661499103,0.0,119575.34054612779,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  18:00:00,3417018.5905388244,2520605.921332536,690426.3639427726,111166.66330202634,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  19:00:00,2440727.5646705893,1890454.440999402,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  20:00:00,2440727.5646705893,1890454.440999402,172606.59098569315,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  21:00:00,1464436.5388023537,1575378.7008328347,1035639.5459141589,110785.63290393612,1620891.5137242004,0.0,0.0,0.0,0.0,0.0 
 02/08  22:00:00,1464436.5388023537,1575378.7008328347,1035639.5459141589,110785.63290393612,2594840.477263968,0.0,0.0,0.0,0.0,0.0 
 02/08  23:00:00,488145.51293411787,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  24:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  01:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  02:00:00,244072.75646705893,1260302.960666268,172606.59098569315,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  03:00:00,244072.75646705893,1260302.960666268,863032.9549284658,110785.63290393612,68624.37920019061,0.0,0.0,0.0,0.0,0.0 
 02/09  04:00:00,244072.75646705893,1260302.960666268,1035639.5459141589,110785.63290393612,971225.4059687015,0.0,0.0,0.0,0.0,0.0 
 02/09  05:00:00,244072.75646705893,1260302.960666268,1035639.5459141589,110785.63290393612,1877058.3913352932,0.0,0.0,0.0,0.0,0.0 
 02/09  06:00:00,488145.51293411787,1260302.960666268,1035639.5459141589,110785.63290393612,2358347.280500906,0.0,0.0,0.0,0.0,0.0 
 02/09  07:00:00,488145.51293411787,1260302.960666268,1018378.8868155896,110785.63290393612,16882579.48773362,0.0,0.0,0.0,0.0,0.0 
 02/09  08:00:00,1464436.5388023537,1260302.960666268,1035639.5459141589,110785.63290393612,10057241.572200347,0.0,0.0,0.0,0.0,0.0 
 02/09  09:00:00,4393309.616407061,2835681.661499103,690426.3639427726,110785.63290393612,641694.5146529765,0.0,0.0,0.0,0.0,0.0 
 02/09  10:00:00,4393309.616407061,2835681.661499103,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  11:00:00,4393309.616407061,2835681.661499103,345213.1819713863,111557.44017275782,0.0,3453.254911956367,0.0,87.36582071863566,316208.53194240644,0.0 
 02/09  12:00:00,4393309.616407061,2835681.661499103,0.0,117637.78553588042,0.0,19713.08744998173,0.0,502.9327385589855,632417.2957997359,0.0 
 02/09  13:00:00,4393309.616407061,2520605.921332536,0.0,115389.89491853968,0.0,55703.36365468387,0.0,1456.5350921592174,632421.2784445821,0.0 
 02/09  14:00:00,4393309.616407061,2835681.661499103,0.0,131610.74947655533,0.0,160983.25141729272,0.0,4415.716990179471,632439.8591808616,0.0 
 02/09  15:00:00,4393309.616407061,2835681.661499103,0.0,142655.0560539631,0.0,334577.69696754846,0.0,9309.608720684402,632477.292882725,0.0 
 02/09  16:00:00,4393309.616407061,2835681.661499103,0.0,145442.2302024816,0.0,507007.5660042808,0.0,13338.447042460468,632513.7436708839,0.0 
 02/09  17:00:00,4393309.616407061,2835681.661499103,0.0,140981.99277003948,0.0,441329.09185913857,0.0,11225.520655393011,632505.5158030475,0.0 
 02/09  18:00:00,3417018.5905388244,2520605.921332536,0.0,117131.28339668605,0.0,139618.41507467977,0.0,3672.7168118524905,632452.9169125938,0.0 
 02/09  19:00:00,2440727.5646705893,1890454.440999402,172606.59098569315,110785.63290393612,0.0,27418.08519832492,0.0,744.4972985343367,527009.2345021905,0.0 
 02/09  20:00:00,2440727.5646705893,1890454.440999402,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  21:00:00,1464436.5388023537,1575378.7008328347,863032.9549284658,110785.63290393612,344969.9270126701,0.0,0.0,0.0,0.0,0.0 
 02/09  22:00:00,1464436.5388023537,1575378.7008328347,1035639.5459141589,110785.63290393612,1604523.028880234,0.0,0.0,0.0,0.0,0.0 
 02/09  23:00:00,488145.51293411787,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  24:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  01:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  02:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  03:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  04:00:00,244072.75646705893,1260302.960666268,1035639.5459141589,110785.63290393612,65476.82468768556,0.0,0.0,0.0,0.0,0.0 
 02/10  05:00:00,244072.75646705893,1260302.960666268,1035639.5459141589,110785.63290393612,906448.3787777897,0.0,0.0,0.0,0.0,0.0 
 02/10  06:00:00,488145.51293411787,1260302.960666268,1035639.5459141589,110785.63290393612,1393338.1754089203,0.0,0.0,0.0,0.0,0.0 
 02/10  07:00:00,488145.51293411787,1260302.960666268,1018378.8868155896,110785.63290393612,15728281.682935731,0.0,0.0,0.0,0.0,0.0 
 02/10  08:00:00,1464436.5388023537,1260302.960666268,1035639.5459141589,110785.63290393612,10200985.124018053,0.0,0.0,0.0,0.0,0.0 
 02/10  09:00:00,4393309.616407061,2835681.661499103,1035639.5459141589,110785.63290393612,3145909.6886420925,0.0,0.0,0.0,0.0,0.0 
 02/10  10:00:00,4393309.616407061,2835681.661499103,1035639.5459141589,110785.63290393612,1295236.889879704,0.0,0.0,0.0,0.0,0.0 
 02/10  11:00:00,4393309.616407061,2835681.661499103,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  12:00:00,4393309.616407061,2835681.661499103,172606.59098569315,111313.19595947412,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  13:00:00,4393309.616407061,2520605.921332536,0.0,120989.7666156834,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  14:00:00,4393309.616407061,2835681.661499103,0.0,142940.28918431842,0.0,29100.11696577793,0.0,795.5585543864578,210812.2511291865,0.0 
 02/10  15:00:00,4393309.616407061,2835681.661499103,0.0,164701.35332364484,0.0,561324.5508435862,0.0,14182.225716794646,632537.3931367047,0.0 
 02/10  16:00:00,4393309.616407061,2835681.661499103,0.0,181254.0296311323,0.0,1473975.360174623,0.0,32072.265982522797,632649.4539213899,0.0 
 02/10  17:00:00,4393309.616407061,2835681.661499103,0.0,172752.26350888738,0.0,1377989.194624992,0.0,29124.88700340318,632649.0619159921,0.0 
 02/10  18:00:00,3417018.5905388244,2520605.921332536,0.0,131975.34268413525,0.0,426695.0295211456,0.0,9782.53052776901,632522.1066551058,0.0 
 02/10  19:00:00,2440727.5646705893,1890454.440999402,863032.9549284658,112215.54557760147,0.0,31993.546511629276,0.0,774.3268312464097,316228.05240307195,0.0 
 02/10  20:00:00,2440727.5646705893,1890454.440999402,172606.59098569315,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  21:00:00,1464436.5388023537,1575378.7008328347,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  22:00:00,1464436.5388023537,1575378.7008328347,1035639.5459141589,110785.63290393612,101011.0897041284,0.0,0.0,0.0,0.0,0.0 
 02/10  23:00:00,488145.51293411787,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  24:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  01:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  02:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  03:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  04:00:00,244072.75646705893,945227.220499701,690426.3639427726,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  05:00:00,244072.75646705893,945227.220499701,1035639.5459141589,110785.63290393612,713357.8173230287,0.0,0.0,0.0,0.0,0.0 
 02/11  06:00:00,244072.75646705893,945227.220499701,1035639.5459141589,110785.63290393612,1576174.4239719764,0.0,0.0,0.0,0.0,0.0 
 02/11  07:00:00,488145.51293411787,1260302.960666268,1018378.8868155896,110785.63290393612,15451684.268248202,0.0,0.0,0.0,0.0,0.0 
 02/11  08:00:00,488145.51293411787,1260302.960666268,1035639.5459141589,110785.63290393612,10816227.109914752,0.0,0.0,0.0,0.0,0.0 
 02/11  09:00:00,2440727.5646705893,1575378.7008328347,1035639.5459141589,110785.63290393612,5813346.9134600805,0.0,0.0,0.0,0.0,0.0 
 02/11  10:00:00,2440727.5646705893,1575378.7008328347,1035639.5459141589,110785.63290393612,4144889.93200933,0.0,0.0,0.0,0.0,0.0 
 02/11  11:00:00,2440727.5646705893,1575378.7008328347,1035639.5459141589,110785.63290393612,962648.0733220427,0.0,0.0,0.0,0.0,0.0 
 02/11  12:00:00,2440727.5646705893,1575378.7008328347,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  13:00:00,2440727.5646705893,1575378.7008328347,172606.59098569315,110785.63290393612,0.0,90933.77108875975,0.0,2236.7120420698925,632480.9839797375,0.0 
 02/11  14:00:00,2440727.5646705893,1575378.7008328347,172606.59098569315,118308.68566880169,0.0,324954.12957551854,0.0,7768.135906883161,632548.881615352,0.0 
 02/11  15:00:00,732218.2694011768,1102765.0905829843,172606.59098569315,114494.11219949891,0.0,391243.2482076661,0.0,8717.205438735158,632590.407322545,0.0 
 02/11  16:00:00,732218.2694011768,1102765.0905829843,0.0,121862.01777502766,0.0,715461.8375149122,0.0,14608.08107724524,632638.8170662856,0.0 
 02/11  17:00:00,732218.2694011768,1102765.0905829843,0.0,116949.12485817214,0.0,549453.4662351022,0.0,10894.41976987497,632616.407934956,0.0 
 02/11  18:00:00,244072.75646705893,945227.220499701,517819.77295707946,110785.63290393612,0.0,240232.60952227828,0.0,4969.573869724305,632552.6447401647,0.0 
 02/11  19:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,69882.55153917642,0.0,1508.9191101318565,527078.2849780328,0.0 
 02/11  20:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  21:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  22:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  23:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  24:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  01:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  02:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  03:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  04:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  05:00:00,244072.75646705893,945227.220499701,690426.3639427726,110785.63290393612,14589.082666535189,0.0,0.0,0.0,0.0,0.0 
 02/12  06:00:00,244072.75646705893,945227.220499701,1035639.5459141589,110785.63290393612,110515.78209931283,0.0,0.0,0.0,0.0,0.0 
 02/12  07:00:00,244072.75646705893,945227.220499701,1035639.5459141589,110785.63290393612,669056.4293518926,0.0,0.0,0.0,0.0,0.0 
 02/12  08:00:00,244072.75646705893,945227.220499701,1035639.5459141589,110785.63290393612,766823.7322946751,0.0,0.0,0.0,0.0,0.0 
 02/12  09:00:00,244072.75646705893,945227.220499701,1035639.5459141589,110785.63290393612,209139.85678070656,0.0,0.0,0.0,0.0,0.0 
 02/12  10:00:00,244072.75646705893,945227.220499701,172606.59098569315,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  11:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  12:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  13:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  14:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,68243.66686572568,0.0,1520.2978749126353,632486.7487131805,0.0 
 02/12  15:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,184443.29735948858,0.0,4166.909459774399,632548.1832217203,0.0 
 02/12  16:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,287822.2504349872,0.0,6229.98885423122,632605.5165801186,0.0 
 02/12  17:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,275833.4053947575,0.0,5696.075756854589,632597.127540228,0.0 
 02/12  18:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,149030.6516491619,0.0,3133.41520236919,632538.1170308241,0.0 
 02/12  19:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,17466.75175904367,0.0,376.5064525477018,316245.344873151,0.0 
 02/12  20:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  21:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  22:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  23:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  24:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/13  01:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/13  02:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/13  03:00:00,244072.75646705893,1260302.960666268,517819.77295707946,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 02/13  04:00:00,244072.75646705893,1260302.960666268,1035639.5459141589,110785.63290393612,303353.70663983916,0.0,0.0,0.0,0.0,0.0 
 02/13  05:00:00,244072.75646705893,1260302.960666268,1035639.5459141589,110785.63290393612,1198530.2162620143,0.0,0.0,0.0,0.0,0.0 
 02/13  06:00:00,488145.51293411787,1260302.960666268,1035639.5459141589,110785.63290393612,1651347.1788444314,0.0,0.0,0.0,0.0,0.0 
