Date/Time,TEST_OFFICE_0:Zone Lights Electricity Energy [J](Hourly),TEST_OFFICE_0:Zone Electric Equipment Electricity Energy [J](Hourly),PARALLEL PIU ELEC RHT FAN:Fan Electricity Energy [J](Hourly),FAN VARIABLE VOLUME 1:Fan Electricity Energy [J](Hourly),PARALLEL PIU ELEC RHT COIL:Heating Coil Electricity Energy [J](Hourly),CHILLER ELECTRIC EIR 1:Chiller Electricity Energy [J](Hourly),BOILER HOT WATER 1:Boiler NaturalGas Energy [J](Hourly),PUMP VARIABLE SPEED 2:Pump Electricity Energy [J](Hourly),PUMP VARIABLE SPEED 3:Pump Electricity Energy [J](Hourly),PUMP VARIABLE SPEED 1:Pump Electricity Energy [J](Hourly) 
 10/30  20:00:00,2440727.5646705893,1890454.440999402,690426.3639427726,110820.1391540642,0.0,0.0,0.0,0.0,0.0,0.0 
 10/30  21:00:00,1464436.5388023537,1575378.7008328347,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 10/30  22:00:00,1464436.5388023537,1575378.7008328347,517819.77295707946,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 10/30  23:00:00,488145.51293411787,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 10/30  24:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 10/31  01:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 10/31  02:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 10/31  03:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 10/31  04:00:00,244072.75646705893,1260302.960666268,172606.59098569315,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 10/31  05:00:00,244072.75646705893,1260302.960666268,863032.9549284658,110785.63290393612,264404.27734925866,0.0,0.0,0.0,0.0,0.0 
 10/31  06:00:00,488145.51293411787,1260302.960666268,1035639.5459141589,110785.63290393612,613747.0103603059,0.0,0.0,0.0,0.0,0.0 
 10/31  07:00:00,488145.51293411787,1260302.960666268,1018378.8868155896,110785.63290393612,14442699.322156971,0.0,0.0,0.0,0.0,0.0 
 10/31  08:00:00,1464436.5388023537,1260302.960666268,1035639.5459141589,110785.63290393612,6011134.456783741,0.0,0.0,0.0,0.0,0.0 
 10/31  09:00:00,4393309.616407061,2835681.661499103,0.0,110785.63290393612,0.0,40868.34376366398,0.0,1189.0845263312142,421639.99277211004,0.0 
 10/31  10:00:00,4393309.616407061,2835681.661499103,86303.29549284658,112041.65394251914,0.0,173548.30822292558,0.0,4771.245085739277,632519.5104752814,0.0 
 10/31  11:00:00,4393309.616407061,2835681.661499103,0.0,117905.4264708926,0.0,293223.5093805959,0.0,7265.836489157433,632554.4032941742,0.0 
 10/31  12:00:00,4393309.616407061,2835681.661499103,0.0,128893.62113855736,0.0,430538.1866233994,0.0,9842.611468421841,632570.0256953767,0.0 
 10/31  13:00:00,4393309.616407061,2520605.921332536,0.0,127757.13465115534,0.0,708122.5478531638,0.0,15011.341941182167,632620.2500067481,0.0 
 10/31  14:00:00,4393309.616407061,2835681.661499103,0.0,129084.24047200527,0.0,940326.6657458951,0.0,19223.777105467037,632632.2543385209,0.0 
 10/31  15:00:00,4393309.616407061,2835681.661499103,0.0,127133.86655242386,0.0,567063.2306365898,0.0,12809.723582213004,632532.8106486178,0.0 
 10/31  16:00:00,4393309.616407061,2835681.661499103,0.0,121146.81037456838,0.0,213561.67963969766,0.0,5299.134870275869,632491.055211812,0.0 
 10/31  17:00:00,4393309.616407061,2835681.661499103,0.0,114374.19527551958,0.0,168098.06459969413,0.0,4223.961335481343,632508.4277128057,0.0 
 10/31  18:00:00,3417018.5905388244,2520605.921332536,863032.9549284658,110785.63290393612,0.0,197930.77195313387,0.0,4877.787532472818,632529.1661017656,0.0 
 10/31  19:00:00,2440727.5646705893,1890454.440999402,0.0,110785.63290393612,0.0,262840.85904548265,0.0,6298.1538351908275,632536.7564012327,0.0 
 10/31  20:00:00,2440727.5646705893,1890454.440999402,0.0,110785.63290393612,0.0,248166.6656539507,0.0,5831.718574035705,632550.1458625268,0.0 
 10/31  21:00:00,1464436.5388023537,1575378.7008328347,863032.9549284658,110785.63290393612,226615.38185576603,159222.61892712262,0.0,3657.576617219678,632542.2240390327,0.0 
 10/31  22:00:00,1464436.5388023537,1575378.7008328347,1035639.5459141589,110785.63290393612,1052755.3869029104,109114.70819493846,0.0,2550.2969957418154,632488.5887041853,0.0 
 10/31  23:00:00,488145.51293411787,1260302.960666268,0.0,110785.63290393612,0.0,95937.20189473231,0.0,2348.7919867227756,632454.3289262372,0.0 
 10/31  24:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,74982.25570618517,0.0,1912.9559017927395,632442.6064291594,0.0 
 11/01  01:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,48299.681024009165,0.0,1269.1059562576088,632326.1888999636,0.0 
 11/01  02:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,25350.60499611667,0.0,651.4389942483328,632266.6420624654,0.0 
 11/01  03:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,13267.970707017226,0.0,336.27321015910707,632270.739368221,0.0 
 11/01  04:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,1639.6705327352738,0.0,42.19184903059693,210755.7239230849,0.0 
 11/01  05:00:00,244072.75646705893,1260302.960666268,172606.59098569315,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/01  06:00:00,488145.51293411787,1260302.960666268,863032.9549284658,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/01  07:00:00,488145.51293411787,1260302.960666268,1018378.8868155896,110785.63290393612,13542719.667720467,0.0,0.0,0.0,0.0,0.0 
 11/01  08:00:00,1464436.5388023537,1260302.960666268,1035639.5459141589,110785.63290393612,4121343.509416387,0.0,0.0,0.0,0.0,0.0 
 11/01  09:00:00,4393309.616407061,2835681.661499103,86303.29549284658,110785.63290393612,0.0,123952.59883704458,0.0,2964.0019410861123,632354.4955675991,0.0 
 11/01  10:00:00,4393309.616407061,2835681.661499103,0.0,127225.14846790541,0.0,749396.4631732604,0.0,15124.450068336122,632457.6698273253,0.0 
 11/01  11:00:00,4393309.616407061,2835681.661499103,0.0,149415.75666417772,0.0,1215290.7125957394,0.0,19840.353303714324,632498.3515341843,0.0 
 11/01  12:00:00,4393309.616407061,2835681.661499103,0.0,168585.23281416946,0.0,2129743.049624564,0.0,28906.033987539387,632534.1137392191,0.0 
 11/01  13:00:00,4393309.616407061,2520605.921332536,0.0,190032.649246024,0.0,2493508.2946205814,0.0,40741.985291995545,632630.7334806008,0.0 
 11/01  14:00:00,4393309.616407061,2835681.661499103,0.0,267467.7388472736,0.0,2523179.532365932,0.0,63001.63591886753,632713.0382208457,0.0 
 11/01  15:00:00,4393309.616407061,2835681.661499103,0.0,330116.58235435456,0.0,2655086.028172028,0.0,75396.11602997601,632742.7828037457,0.0 
 11/01  16:00:00,4393309.616407061,2835681.661499103,0.0,317497.4709482879,0.0,2627234.894912841,0.0,73346.40987897299,632723.9518960916,0.0 
 11/01  17:00:00,4393309.616407061,2835681.661499103,0.0,203209.776610089,0.0,2463979.0020813993,0.0,42315.02938175686,632693.5725249312,0.0 
 11/01  18:00:00,3417018.5905388244,2520605.921332536,0.0,143448.52677413131,0.0,1370078.1095213064,0.0,18472.144180001138,632544.4175449584,0.0 
 11/01  19:00:00,2440727.5646705893,1890454.440999402,0.0,118268.83085874967,0.0,571611.8307399647,0.0,8089.185730222841,632397.5722361521,0.0 
 11/01  20:00:00,2440727.5646705893,1890454.440999402,345213.1819713863,113488.1416033374,0.0,390809.1859456211,0.0,5699.6781444404605,632364.9450212806,0.0 
 11/01  21:00:00,1464436.5388023537,1575378.7008328347,172606.59098569315,110785.63290393612,0.0,302555.3140358803,0.0,4540.248513175522,632325.7446274725,0.0 
 11/01  22:00:00,1464436.5388023537,1575378.7008328347,0.0,110785.63290393612,0.0,173948.445328061,0.0,2675.8420500035336,632269.4223343623,0.0 
 11/01  23:00:00,488145.51293411787,1260302.960666268,0.0,110785.63290393612,0.0,103537.03679553902,0.0,1666.3095939573736,632259.9838855006,0.0 
 11/01  24:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,49651.99477066962,0.0,819.701324880542,526915.0402043178,0.0 
 11/02  01:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/02  02:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/02  03:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/02  04:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/02  05:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/02  06:00:00,488145.51293411787,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/02  07:00:00,488145.51293411787,1260302.960666268,1018378.8868155896,110785.63290393612,12741647.06486309,0.0,0.0,0.0,0.0,0.0 
 11/02  08:00:00,1464436.5388023537,1260302.960666268,1035639.5459141589,110785.63290393612,3631509.7087475024,0.0,0.0,0.0,0.0,0.0 
 11/02  09:00:00,4393309.616407061,2835681.661499103,86303.29549284658,110785.63290393612,0.0,160986.95591330033,0.0,2906.599867298307,632428.6257746337,0.0 
 11/02  10:00:00,4393309.616407061,2835681.661499103,0.0,127850.98065594994,0.0,512772.61859742034,0.0,11647.221806675923,632445.8660610801,0.0 
 11/02  11:00:00,4393309.616407061,2835681.661499103,0.0,149273.48499331955,0.0,1035686.5380570696,0.0,22282.925394045218,632482.1067537541,0.0 
 11/02  12:00:00,4393309.616407061,2835681.661499103,0.0,169647.06679481087,0.0,1497393.834601587,0.0,38310.03343495066,632587.1075171039,0.0 
 11/02  13:00:00,4393309.616407061,2520605.921332536,0.0,189555.53061764786,0.0,2249812.039206125,0.0,56047.18514539304,632722.2620865139,0.0 
 11/02  14:00:00,4393309.616407061,2835681.661499103,0.0,265873.24917083135,0.0,2493508.2946205814,0.0,70314.49973324774,632742.8974665048,0.0 
 11/02  15:00:00,4393309.616407061,2835681.661499103,0.0,326889.71297248045,0.0,2516312.321185999,0.0,99876.88205840826,632822.3774004279,0.0 
 11/02  16:00:00,4393309.616407061,2835681.661499103,0.0,331690.4126619582,0.0,2500577.6288243514,0.0,108140.97306638208,632898.5931243566,0.0 
 11/02  17:00:00,4393309.616407061,2835681.661499103,0.0,211230.17865028296,0.0,2468885.468957745,0.0,64826.556323770776,632889.260848724,0.0 
 11/02  18:00:00,3417018.5905388244,2520605.921332536,0.0,146838.7895215675,0.0,1385848.6309114478,0.0,26443.54358442443,632761.2533883875,0.0 
 11/02  19:00:00,2440727.5646705893,1890454.440999402,0.0,119586.59843137674,0.0,497806.41910199774,0.0,9390.218915589994,632617.9554293414,0.0 
 11/02  20:00:00,2440727.5646705893,1890454.440999402,172606.59098569315,113559.16391539191,0.0,302704.806341872,0.0,6261.308637927978,632539.7356167247,0.0 
 11/02  21:00:00,1464436.5388023537,1575378.7008328347,172606.59098569315,110785.63290393612,0.0,253854.07590428,0.0,5748.912845202529,632507.8343361816,0.0 
 11/02  22:00:00,1464436.5388023537,1575378.7008328347,0.0,110785.63290393612,0.0,159574.7322456848,0.0,3718.7878292103715,632567.9036461104,0.0 
 11/02  23:00:00,488145.51293411787,1260302.960666268,0.0,110785.63290393612,0.0,222670.88616772555,0.0,4791.520904702706,632646.015680554,0.0 
 11/02  24:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,290057.442037765,0.0,5732.742846187046,632672.0817757435,0.0 
 11/03  01:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,388929.7190107432,0.0,7236.391052165016,632714.500917072,0.0 
 11/03  02:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,412534.6422108587,0.0,7331.949357094174,632722.079683167,0.0 
 11/03  03:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,253915.03742855694,0.0,4534.859875487464,632644.440354647,0.0 
 11/03  04:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,150252.9295766747,0.0,2777.434959797264,632599.1492202628,0.0 
 11/03  05:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,127943.4743719022,0.0,2454.935558947187,632555.4300032442,0.0 
 11/03  06:00:00,488145.51293411787,1260302.960666268,0.0,110785.63290393612,0.0,134136.70205000197,0.0,2728.8550824332433,632509.7910817805,0.0 
 11/03  07:00:00,488145.51293411787,1260302.960666268,813716.7860754105,110785.63290393612,5265631.6791261975,100553.10542645444,0.0,2181.611072281272,632463.3000035894,0.0 
 11/03  08:00:00,1464436.5388023537,1260302.960666268,863032.9549284658,110785.63290393612,488990.85609252995,77482.83633861503,0.0,1800.8456738752034,632415.8869990734,0.0 
 11/03  09:00:00,4393309.616407061,2835681.661499103,258909.88647853973,112165.25953840875,0.0,117583.24232512488,0.0,2965.647406883588,632419.4699458666,0.0 
 11/03  10:00:00,4393309.616407061,2835681.661499103,517819.77295707946,112406.79355314873,0.0,183572.7775703782,0.0,4990.921083373649,632438.6732767996,0.0 
 11/03  11:00:00,4393309.616407061,2835681.661499103,0.0,130046.04398073535,0.0,347729.8194685655,0.0,10000.26167929995,632454.1981781418,0.0 
 11/03  12:00:00,4393309.616407061,2835681.661499103,0.0,133549.19847207516,0.0,447532.9939832798,0.0,13205.839472987213,632452.5487976592,0.0 
 11/03  13:00:00,4393309.616407061,2520605.921332536,0.0,120608.9197934295,0.0,312322.09613511886,0.0,9694.94942727775,632427.6357167438,0.0 
 11/03  14:00:00,4393309.616407061,2835681.661499103,0.0,134625.66870083485,0.0,366288.7302333899,0.0,11637.670856579358,632434.9210580457,0.0 
 11/03  15:00:00,4393309.616407061,2835681.661499103,0.0,147085.74406613468,0.0,418998.7455630718,0.0,12538.440576520266,632469.5265573934,0.0 
 11/03  16:00:00,4393309.616407061,2835681.661499103,0.0,132213.61802013818,0.0,186608.04735520468,0.0,5255.874914680016,632470.2600945592,0.0 
 11/03  17:00:00,4393309.616407061,2835681.661499103,0.0,119010.73509465877,0.0,0.0,0.0,0.0,0.0,0.0 
 11/03  18:00:00,3417018.5905388244,2520605.921332536,690426.3639427726,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/03  19:00:00,2440727.5646705893,1890454.440999402,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/03  20:00:00,2440727.5646705893,1890454.440999402,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/03  21:00:00,1464436.5388023537,1575378.7008328347,1035639.5459141589,110785.63290393612,1204039.715405631,0.0,0.0,0.0,0.0,0.0 
 11/03  22:00:00,1464436.5388023537,1575378.7008328347,1035639.5459141589,110785.63290393612,1965152.2372745913,0.0,0.0,0.0,0.0,0.0 
 11/03  23:00:00,488145.51293411787,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/03  24:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/04  01:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/04  02:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/04  03:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/04  04:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/04  05:00:00,244072.75646705893,945227.220499701,517819.77295707946,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/04  06:00:00,244072.75646705893,945227.220499701,1035639.5459141589,110785.63290393612,239072.05068427627,0.0,0.0,0.0,0.0,0.0 
 11/04  07:00:00,488145.51293411787,1260302.960666268,1018378.8868155896,110785.63290393612,13159722.33456174,0.0,0.0,0.0,0.0,0.0 
 11/04  08:00:00,488145.51293411787,1260302.960666268,1035639.5459141589,110785.63290393612,8479664.514687853,0.0,0.0,0.0,0.0,0.0 
 11/04  09:00:00,2440727.5646705893,1575378.7008328347,1035639.5459141589,110785.63290393612,3676081.113245334,0.0,0.0,0.0,0.0,0.0 
 11/04  10:00:00,2440727.5646705893,1575378.7008328347,863032.9549284658,110785.63290393612,482906.0118235687,0.0,0.0,0.0,0.0,0.0 
 11/04  11:00:00,2440727.5646705893,1575378.7008328347,172606.59098569315,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/04  12:00:00,2440727.5646705893,1575378.7008328347,0.0,110785.63290393612,0.0,33734.58851944016,0.0,957.2943137487912,526998.521210731,0.0 
 11/04  13:00:00,2440727.5646705893,1575378.7008328347,0.0,110785.63290393612,0.0,95138.52584219683,0.0,2784.459616986955,632418.2508574004,0.0 
 11/04  14:00:00,2440727.5646705893,1575378.7008328347,345213.1819713863,110785.63290393612,0.0,147890.54925703077,0.0,4383.645930632296,632445.625049474,0.0 
 11/04  15:00:00,732218.2694011768,1102765.0905829843,0.0,110785.63290393612,0.0,177365.39615597122,0.0,5239.601215498287,632445.9125742074,0.0 
 11/04  16:00:00,732218.2694011768,1102765.0905829843,0.0,110785.63290393612,0.0,179013.57516904542,0.0,5352.432186991369,632438.8100596671,0.0 
 11/04  17:00:00,732218.2694011768,1102765.0905829843,1035639.5459141589,110785.63290393612,298107.374630661,51997.09165939524,0.0,1567.4993671272987,421616.4251784308,0.0 
 11/04  18:00:00,244072.75646705893,945227.220499701,1035639.5459141589,110785.63290393612,2182168.061252687,0.0,0.0,0.0,0.0,0.0 
 11/04  19:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/04  20:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/04  21:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/04  22:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/04  23:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/04  24:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,30125.51804685586,0.0,917.4320767834454,527004.8966420629,0.0 
 11/05  01:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,20106.082541216707,0.0,617.126549992188,421603.1305169079,0.0 
 11/05  02:00:00,244072.75646705893,945227.220499701,517819.77295707946,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/05  03:00:00,244072.75646705893,945227.220499701,1035639.5459141589,110785.63290393612,664657.4160783191,0.0,0.0,0.0,0.0,0.0 
 11/05  04:00:00,244072.75646705893,945227.220499701,1035639.5459141589,110785.63290393612,999161.397326499,0.0,0.0,0.0,0.0,0.0 
 11/05  05:00:00,244072.75646705893,945227.220499701,1035639.5459141589,110785.63290393612,1849567.759209258,0.0,0.0,0.0,0.0,0.0 
 11/05  06:00:00,244072.75646705893,945227.220499701,1035639.5459141589,110785.63290393612,2450898.9867070485,0.0,0.0,0.0,0.0,0.0 
 11/05  07:00:00,244072.75646705893,945227.220499701,1035639.5459141589,110785.63290393612,2021607.4170909226,0.0,0.0,0.0,0.0,0.0 
 11/05  08:00:00,244072.75646705893,945227.220499701,690426.3639427726,110785.63290393612,227348.4732761867,0.0,0.0,0.0,0.0,0.0 
 11/05  09:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,33020.54340636109,0.0,1024.0599512087804,316197.87638477865,0.0 
 11/05  10:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,118552.9878588328,0.0,3756.368826601206,632403.2843260802,0.0 
 11/05  11:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,173583.5663640796,0.0,5569.686870140514,632430.4688117966,0.0 
 11/05  12:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,234128.92918920948,0.0,6873.966301674577,632499.1612565354,0.0 
 11/05  13:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,263418.3955932146,0.0,6762.6641610313445,632546.861973749,0.0 
 11/05  14:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,409700.38858784514,0.0,9497.024490599862,632580.9358859926,0.0 
 11/05  15:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,516329.07518689375,0.0,11577.171048594953,632570.5135990899,0.0 
 11/05  16:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,426744.77028492163,0.0,7042.183756138687,632467.6084462274,0.0 
 11/05  17:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,411734.48547064955,0.0,6218.696926806213,632427.1428059369,0.0 
 11/05  18:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,329858.28804297757,0.0,6309.381497990365,632475.9421092354,0.0 
 11/05  19:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,197377.9812771811,0.0,4382.615067048655,632507.7097197801,0.0 
 11/05  20:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,143121.78893352574,0.0,3297.7827596929365,632521.9751848681,0.0 
 11/05  21:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,81813.95467361031,0.0,1909.714580401407,632512.0593588103,0.0 
 11/05  22:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,9385.929663156492,0.0,221.0266287692884,210826.09072358767,0.0 
 11/05  23:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/05  24:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/06  01:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/06  02:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/06  03:00:00,244072.75646705893,1260302.960666268,345213.1819713863,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/06  04:00:00,244072.75646705893,1260302.960666268,1035639.5459141589,110785.63290393612,4675.442184030749,0.0,0.0,0.0,0.0,0.0 
 11/06  05:00:00,244072.75646705893,1260302.960666268,1035639.5459141589,110785.63290393612,1025891.0586774952,0.0,0.0,0.0,0.0,0.0 
 11/06  06:00:00,488145.51293411787,1260302.960666268,1035639.5459141589,110785.63290393612,1478716.5024805183,0.0,0.0,0.0,0.0,0.0 
 11/06  07:00:00,488145.51293411787,1260302.960666268,1018378.8868155896,110785.63290393612,15496647.717873776,0.0,0.0,0.0,0.0,0.0 
 11/06  08:00:00,1464436.5388023537,1260302.960666268,1035639.5459141589,110785.63290393612,8959975.414157197,0.0,0.0,0.0,0.0,0.0 
 11/06  09:00:00,4393309.616407061,2835681.661499103,1035639.5459141589,110785.63290393612,810469.1423391593,29964.17870365226,0.0,707.5166227362824,316254.0158849206,0.0 
 11/06  10:00:00,4393309.616407061,2835681.661499103,172606.59098569315,110785.63290393612,0.0,103275.97779316492,0.0,2412.1051680721694,632558.708518931,0.0 
 11/06  11:00:00,4393309.616407061,2835681.661499103,0.0,110785.63290393612,0.0,136173.4108122568,0.0,3090.453939997374,632581.9625416412,0.0 
 11/06  12:00:00,4393309.616407061,2835681.661499103,172606.59098569315,117583.53013775338,0.0,234548.4162230466,0.0,5146.577648534028,632578.8535045136,0.0 
 11/06  13:00:00,4393309.616407061,2520605.921332536,0.0,120619.57292466002,0.0,306068.43768138275,0.0,6575.759292197504,632591.9644022016,0.0 
 11/06  14:00:00,4393309.616407061,2835681.661499103,0.0,135998.99455183657,0.0,779292.1626061723,0.0,15788.837032460337,632634.2829562085,0.0 
 11/06  15:00:00,4393309.616407061,2835681.661499103,0.0,129989.3084142007,0.0,731943.7694988993,0.0,14757.39069328307,632615.752729666,0.0 
 11/06  16:00:00,4393309.616407061,2835681.661499103,0.0,122879.44555758203,0.0,327015.43301057874,0.0,6876.1090843029815,632557.070424842,0.0 
 11/06  17:00:00,4393309.616407061,2835681.661499103,345213.1819713863,114404.30506691521,0.0,47515.191666834544,0.0,1037.1242080112997,527088.3318954941,0.0 
 11/06  18:00:00,3417018.5905388244,2520605.921332536,172606.59098569315,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/06  19:00:00,2440727.5646705893,1890454.440999402,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/06  20:00:00,2440727.5646705893,1890454.440999402,690426.3639427726,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/06  21:00:00,1464436.5388023537,1575378.7008328347,1035639.5459141589,110785.63290393612,2131193.1369974427,0.0,0.0,0.0,0.0,0.0 
 11/06  22:00:00,1464436.5388023537,1575378.7008328347,1035639.5459141589,110785.63290393612,3191801.268542203,0.0,0.0,0.0,0.0,0.0 
 11/06  23:00:00,488145.51293411787,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/06  24:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/07  01:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/07  02:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/07  03:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/07  04:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/07  05:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/07  06:00:00,488145.51293411787,1260302.960666268,172606.59098569315,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/07  07:00:00,488145.51293411787,1260302.960666268,1018378.8868155896,110785.63290393612,12439294.816534204,0.0,0.0,0.0,0.0,0.0 
 11/07  08:00:00,1464436.5388023537,1260302.960666268,1035639.5459141589,110785.63290393612,5336336.036224551,0.0,0.0,0.0,0.0,0.0 
 11/07  09:00:00,4393309.616407061,2835681.661499103,172606.59098569315,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 11/07  10:00:00,4393309.616407061,2835681.661499103,86303.29549284658,112364.37395900727,0.0,41761.132819012404,0.0,932.7745019407633,527042.9347225312,0.0 
 11/07  11:00:00,4393309.616407061,2835681.661499103,0.0,131088.2445468472,0.0,165878.36183724523,0.0,3891.299816425536,632481.1113243869,0.0 
 11/07  12:00:00,4393309.616407061,2835681.661499103,0.0,145827.48196489175,0.0,361389.7897964392,0.0,8820.875075776374,632515.2907001426,0.0 
 11/07  13:00:00,4393309.616407061,2520605.921332536,0.0,145535.43978740618,0.0,612347.3795022821,0.0,14328.884514489648,632567.2381496397,0.0 
